3577	Ahringer seq-SDQ3590_EFL1_N2_L3	3577_seq-NA_N2_L3_1_mE1.fq.gz	/modencode/data/all_files/cele-raw-4/3577_seq-NA_N2_L3_1_mE1.fq.gz	Cele_WS220	Histone-Modification	ChIP-seq	raw-seqfile_fastq	EFL-1	Developmental-Stage_L3 Larva;Temperature_20 degree celsius	ChIP-seq	all	input		Cele_WS220	modENCODE_3577	EFL-1;Developmental-Stage_L3;Temperature_20 degree celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3577.fastq	EFL-1;Developmental-Stage_L3;Temperature_20-degree-celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3577fastq;3577_seq-NA_N2_L3_1_mE1.fastq	EFL-1			L3		Temperature_20 degree celsius	Jason Lieb
3577	Ahringer seq-SDQ3590_EFL1_N2_L3	3577_seq-NA_N2_L3_1_mE1_macs14_MACS_wiggle_cat.wig.gz	/modencode/data/all_files/cele-signal-2/3577_seq-NA_N2_L3_1_mE1_macs14_MACS_wiggle_cat.wig.gz	Cele_WS220	Histone-Modification	ChIP-seq	coverage-graph_wiggle	EFL-1	Developmental-Stage_L3 Larva;Temperature_20 degree celsius	ChIP-seq	all	input		Cele_WS220	modENCODE_3577	EFL-1;Developmental-Stage_L3;Temperature_20 degree celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3577.wiggle	EFL-1;Developmental-Stage_L3;Temperature_20-degree-celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3577wiggle;3577_seq-NA_N2_L3_1_mE1_macs14_MACS_wiggle_cat.wiggle	EFL-1			L3		Temperature_20 degree celsius	Jason Lieb
3577	Ahringer seq-SDQ3590_EFL1_N2_L3	3577_seq-NA_N2_L3_2.fq.gz	/modencode/data/all_files/cele-raw-4/3577_seq-NA_N2_L3_2.fq.gz	Cele_WS220	Histone-Modification	ChIP-seq	raw-seqfile_fastq	EFL-1	Developmental-Stage_L3 Larva;Temperature_20 degree celsius	ChIP-seq	all	input		Cele_WS220	modENCODE_3577	EFL-1;Developmental-Stage_L3;Temperature_20 degree celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3577.fastq	EFL-1;Developmental-Stage_L3;Temperature_20-degree-celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3577fastq;3577_seq-NA_N2_L3_2.fastq	EFL-1			L3		Temperature_20 degree celsius	Jason Lieb
3577	Ahringer seq-SDQ3590_EFL1_N2_L3	3577_seq-NA_N2_L3_2_macs14_MACS_wiggle_cat.wig.gz	/modencode/data/all_files/cele-signal-2/3577_seq-NA_N2_L3_2_macs14_MACS_wiggle_cat.wig.gz	Cele_WS220	Histone-Modification	ChIP-seq	coverage-graph_wiggle	EFL-1	Developmental-Stage_L3 Larva;Temperature_20 degree celsius	ChIP-seq	all	input		Cele_WS220	modENCODE_3577	EFL-1;Developmental-Stage_L3;Temperature_20 degree celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3577.wiggle	EFL-1;Developmental-Stage_L3;Temperature_20-degree-celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3577wiggle;3577_seq-NA_N2_L3_2_macs14_MACS_wiggle_cat.wiggle	EFL-1			L3		Temperature_20 degree celsius	Jason Lieb
3577	Ahringer seq-SDQ3590_EFL1_N2_L3	3577_seq-SDQ3590_EFL1_N2_L3_1+2_catted_macs14_peaks.gff3.gz	/modencode/data/all_files/cele-interpreted-2/3577_seq-SDQ3590_EFL1_N2_L3_1+2_catted_macs14_peaks.gff3.gz	Cele_WS220	Histone-Modification	ChIP-seq	computed-peaks_gff3	EFL-1	Developmental-Stage_L3 Larva;Temperature_20 degree celsius	ChIP-seq	all			Cele_WS220	modENCODE_3577	EFL-1;Developmental-Stage_L3;Temperature_20 degree celsius;ChIP-seq;Rep-1;Cele_WS220;modENCODE_3577.gff3	EFL-1;Developmental-Stage_L3;Temperature_20-degree-celsius;ChIP-seq;Rep-1;Cele_WS220;modENCODE_3577gff3;3577_seq-SDQ3590_EFL1_N2_L3_1+2_catted_macs14_peaks.gff3	EFL-1			L3		Temperature_20 degree celsius	Jason Lieb
3577	Ahringer seq-SDQ3590_EFL1_N2_L3	3577_seq-SDQ3590_EFL1_N2_L3_1.fq.gz	/modencode/data/all_files/cele-raw-4/3577_seq-SDQ3590_EFL1_N2_L3_1.fq.gz	Cele_WS220	Histone-Modification	ChIP-seq	raw-seqfile_fastq	EFL-1	Developmental-Stage_L3 Larva;Temperature_20 degree celsius	ChIP-seq	all	ChIP		Cele_WS220	modENCODE_3577	EFL-1;Developmental-Stage_L3;Temperature_20 degree celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3577.fastq	EFL-1;Developmental-Stage_L3;Temperature_20-degree-celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3577fastq;3577_seq-SDQ3590_EFL1_N2_L3_1.fastq	EFL-1			L3		Temperature_20 degree celsius	Jason Lieb
3577	Ahringer seq-SDQ3590_EFL1_N2_L3	3577_seq-SDQ3590_EFL1_N2_L3_1_macs14_peaks.gff3.gz	/modencode/data/all_files/cele-interpreted-2/3577_seq-SDQ3590_EFL1_N2_L3_1_macs14_peaks.gff3.gz	Cele_WS220	Histone-Modification	ChIP-seq	computed-peaks_gff3	EFL-1	Developmental-Stage_L3 Larva;Temperature_20 degree celsius	ChIP-seq	all			Cele_WS220	modENCODE_3577	EFL-1;Developmental-Stage_L3;Temperature_20 degree celsius;ChIP-seq;Rep-1;Cele_WS220;modENCODE_3577.gff3	EFL-1;Developmental-Stage_L3;Temperature_20-degree-celsius;ChIP-seq;Rep-1;Cele_WS220;modENCODE_3577gff3;3577_seq-SDQ3590_EFL1_N2_L3_1_macs14_peaks.gff3	EFL-1			L3		Temperature_20 degree celsius	Jason Lieb
3577	Ahringer seq-SDQ3590_EFL1_N2_L3	3577_seq-SDQ3590_EFL1_N2_L3_1_macs14_treat_afterfiting.wig.gz	/modencode/data/all_files/cele-signal-2/3577_seq-SDQ3590_EFL1_N2_L3_1_macs14_treat_afterfiting.wig.gz	Cele_WS220	Histone-Modification	ChIP-seq	coverage-graph_wiggle	EFL-1	Developmental-Stage_L3 Larva;Temperature_20 degree celsius	ChIP-seq	all	ChIP		Cele_WS220	modENCODE_3577	EFL-1;Developmental-Stage_L3;Temperature_20 degree celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3577.wiggle	EFL-1;Developmental-Stage_L3;Temperature_20-degree-celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3577wiggle;3577_seq-SDQ3590_EFL1_N2_L3_1_macs14_treat_afterfiting.wiggle	EFL-1			L3		Temperature_20 degree celsius	Jason Lieb
3577	Ahringer seq-SDQ3590_EFL1_N2_L3	3577_seq-SDQ3590_EFL1_N2_L3_2_catted.wig.gz	/modencode/data/all_files/cele-signal-2/3577_seq-SDQ3590_EFL1_N2_L3_2_catted.wig.gz	Cele_WS220	Histone-Modification	ChIP-seq	coverage-graph_wiggle	EFL-1	Developmental-Stage_L3 Larva;Temperature_20 degree celsius	ChIP-seq	all	ChIP		Cele_WS220	modENCODE_3577	EFL-1;Developmental-Stage_L3;Temperature_20 degree celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3577.wiggle	EFL-1;Developmental-Stage_L3;Temperature_20-degree-celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3577wiggle;3577_seq-SDQ3590_EFL1_N2_L3_2_catted.wiggle	EFL-1			L3		Temperature_20 degree celsius	Jason Lieb
3577	Ahringer seq-SDQ3590_EFL1_N2_L3	3577_seq-SDQ3590_EFL1_N2_L3_2.fq.gz	/modencode/data/all_files/cele-raw-4/3577_seq-SDQ3590_EFL1_N2_L3_2.fq.gz	Cele_WS220	Histone-Modification	ChIP-seq	raw-seqfile_fastq	EFL-1	Developmental-Stage_L3 Larva;Temperature_20 degree celsius	ChIP-seq	all	ChIP		Cele_WS220	modENCODE_3577	EFL-1;Developmental-Stage_L3;Temperature_20 degree celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3577.fastq	EFL-1;Developmental-Stage_L3;Temperature_20-degree-celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3577fastq;3577_seq-SDQ3590_EFL1_N2_L3_2.fastq	EFL-1			L3		Temperature_20 degree celsius	Jason Lieb
3577	Ahringer seq-SDQ3590_EFL1_N2_L3	3577_seq-SDQ3590_EFL1_N2_L3_2_macs14_peaks.gff3.gz	/modencode/data/all_files/cele-interpreted-2/3577_seq-SDQ3590_EFL1_N2_L3_2_macs14_peaks.gff3.gz	Cele_WS220	Histone-Modification	ChIP-seq	computed-peaks_gff3	EFL-1	Developmental-Stage_L3 Larva;Temperature_20 degree celsius	ChIP-seq	all			Cele_WS220	modENCODE_3577	EFL-1;Developmental-Stage_L3;Temperature_20 degree celsius;ChIP-seq;Rep-1;Cele_WS220;modENCODE_3577.gff3	EFL-1;Developmental-Stage_L3;Temperature_20-degree-celsius;ChIP-seq;Rep-1;Cele_WS220;modENCODE_3577gff3;3577_seq-SDQ3590_EFL1_N2_L3_2_macs14_peaks.gff3	EFL-1			L3		Temperature_20 degree celsius	Jason Lieb
3579	Lieb seq_SDQ4470_TAG315_N2_MXEMB	3579_GSM706160_SRR190706.fastq.gz	/modencode/data/all_files/cele-raw-4/3579_GSM706160_SRR190706.fastq.gz	Cele_WS220	Histone-Modification	ChIP-seq	raw-seqfile_fastq	TAG315	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all	input		Cele_WS220	modENCODE_3579	TAG315;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3579.fastq	TAG315;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3579fastq;3579_GSM706160_SRR190706.fastq	TAG315	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3579	Lieb seq_SDQ4470_TAG315_N2_MXEMB	3579_GSM713170_SRR190707.fastq.gz	/modencode/data/all_files/cele-raw-4/3579_GSM713170_SRR190707.fastq.gz	Cele_WS220	Histone-Modification	ChIP-seq	raw-seqfile_fastq	TAG315	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all	ChIP		Cele_WS220	modENCODE_3579	TAG315;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3579.fastq	TAG315;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3579fastq;3579_GSM713170_SRR190707.fastq	TAG315	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3579	Lieb seq_SDQ4470_TAG315_N2_MXEMB	3579_GSM713171_SRR190708.fastq.gz	/modencode/data/all_files/cele-raw-4/3579_GSM713171_SRR190708.fastq.gz	Cele_WS220	Histone-Modification	ChIP-seq	raw-seqfile_fastq	TAG315	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all	ChIP		Cele_WS220	modENCODE_3579	TAG315;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3579.fastq	TAG315;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3579fastq;3579_GSM713171_SRR190708.fastq	TAG315	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3579	Lieb seq_SDQ4470_TAG315_N2_MXEMB	3579_KI32e_01756_TGACCA_s_6_sequence.fastq.gz	/modencode/data/all_files/cele-raw-4/3579_KI32e_01756_TGACCA_s_6_sequence.fastq.gz	Cele_WS220	Histone-Modification	ChIP-seq	raw-seqfile_fastq	TAG315	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all	ChIP		Cele_WS220	modENCODE_3579	TAG315;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3579.fastq	TAG315;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3579fastq;3579_KI32e_01756_TGACCA_s_6_sequence.fastq	TAG315	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3579	Lieb seq_SDQ4470_TAG315_N2_MXEMB	3579_KI33e_01757_GCCAAT_s_6_sequence.fastq.gz	/modencode/data/all_files/cele-raw-4/3579_KI33e_01757_GCCAAT_s_6_sequence.fastq.gz	Cele_WS220	Histone-Modification	ChIP-seq	raw-seqfile_fastq	TAG315	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all	ChIP		Cele_WS220	modENCODE_3579	TAG315;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3579.fastq	TAG315;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3579fastq;3579_KI33e_01757_GCCAAT_s_6_sequence.fastq	TAG315	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3579	Lieb seq_SDQ4470_TAG315_N2_MXEMB	3579_seq-NA_N2_MXemb_6_EE8.fq.gz	/modencode/data/all_files/cele-raw-4/3579_seq-NA_N2_MXemb_6_EE8.fq.gz	Cele_WS220	Histone-Modification	ChIP-seq	raw-seqfile_fastq	TAG315	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all	input		Cele_WS220	modENCODE_3579	TAG315;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3579.fastq	TAG315;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3579fastq;3579_seq-NA_N2_MXemb_6_EE8.fastq	TAG315	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3579	Lieb seq_SDQ4470_TAG315_N2_MXEMB	3579_seq-NA_N2_MXemb_6_EE8_macs14_MACS_wiggle_cat.wig.gz	/modencode/data/all_files/cele-signal-2/3579_seq-NA_N2_MXemb_6_EE8_macs14_MACS_wiggle_cat.wig.gz	Cele_WS220	Histone-Modification	ChIP-seq	coverage-graph_wiggle	TAG315	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all	input		Cele_WS220	modENCODE_3579	TAG315;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3579.wiggle	TAG315;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3579wiggle;3579_seq-NA_N2_MXemb_6_EE8_macs14_MACS_wiggle_cat.wiggle	TAG315	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3579	Lieb seq_SDQ4470_TAG315_N2_MXEMB	3579_seq-SDQ4470_TAG315_N2_MXemb_1_A_EE8_KI032_macs14_MACS_wiggle_cat.wig.gz	/modencode/data/all_files/cele-signal-2/3579_seq-SDQ4470_TAG315_N2_MXemb_1_A_EE8_KI032_macs14_MACS_wiggle_cat.wig.gz	Cele_WS220	Histone-Modification	ChIP-seq	coverage-graph_wiggle	TAG315	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all	ChIP		Cele_WS220	modENCODE_3579	TAG315;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3579.wiggle	TAG315;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3579wiggle;3579_seq-SDQ4470_TAG315_N2_MXemb_1_A_EE8_KI032_macs14_MACS_wiggle_cat.wiggle	TAG315	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3579	Lieb seq_SDQ4470_TAG315_N2_MXEMB	3579_seq-SDQ4470_TAG315_N2_MXemb_1_A_EE8_KI032_macs14_peaks.gff3.gz	/modencode/data/all_files/cele-interpreted-2/3579_seq-SDQ4470_TAG315_N2_MXemb_1_A_EE8_KI032_macs14_peaks.gff3.gz	Cele_WS220	Histone-Modification	ChIP-seq	computed-peaks_gff3	TAG315	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all			Cele_WS220	modENCODE_3579	TAG315;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;Cele_WS220;modENCODE_3579.gff3	TAG315;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;Cele_WS220;modENCODE_3579gff3;3579_seq-SDQ4470_TAG315_N2_MXemb_1_A_EE8_KI032_macs14_peaks.gff3	TAG315	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3579	Lieb seq_SDQ4470_TAG315_N2_MXEMB	3579_seq-SDQ4470_TAG315_N2_MXemb_2_A_EE9_KI033_macs14_MACS_wiggle_cat.wig.gz	/modencode/data/all_files/cele-signal-2/3579_seq-SDQ4470_TAG315_N2_MXemb_2_A_EE9_KI033_macs14_MACS_wiggle_cat.wig.gz	Cele_WS220	Histone-Modification	ChIP-seq	coverage-graph_wiggle	TAG315	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all	ChIP		Cele_WS220	modENCODE_3579	TAG315;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3579.wiggle	TAG315;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3579wiggle;3579_seq-SDQ4470_TAG315_N2_MXemb_2_A_EE9_KI033_macs14_MACS_wiggle_cat.wiggle	TAG315	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3579	Lieb seq_SDQ4470_TAG315_N2_MXEMB	3579_seq-SDQ4470_TAG315_N2_MXemb_2_A_EE9_KI033_macs14_peaks.gff3.gz	/modencode/data/all_files/cele-interpreted-2/3579_seq-SDQ4470_TAG315_N2_MXemb_2_A_EE9_KI033_macs14_peaks.gff3.gz	Cele_WS220	Histone-Modification	ChIP-seq	computed-peaks_gff3	TAG315	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all			Cele_WS220	modENCODE_3579	TAG315;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;Cele_WS220;modENCODE_3579.gff3	TAG315;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;Cele_WS220;modENCODE_3579gff3;3579_seq-SDQ4470_TAG315_N2_MXemb_2_A_EE9_KI033_macs14_peaks.gff3	TAG315	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3579	Lieb seq_SDQ4470_TAG315_N2_MXEMB	3579_seq-SDQ4470_TAG315_N2_MXemb_catted_peaks.gff3.gz	/modencode/data/all_files/cele-interpreted-2/3579_seq-SDQ4470_TAG315_N2_MXemb_catted_peaks.gff3.gz	Cele_WS220	Histone-Modification	ChIP-seq	computed-peaks_gff3	TAG315	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all			Cele_WS220	modENCODE_3579	TAG315;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;Cele_WS220;modENCODE_3579.gff3	TAG315;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;Cele_WS220;modENCODE_3579gff3;3579_seq-SDQ4470_TAG315_N2_MXemb_catted_peaks.gff3	TAG315	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3580	Lieb seq-SDQ4526_SFC1_N2_Mxemb	3580_GSM706160_SRR190706.fastq.gz	/modencode/data/all_files/cele-raw-4/3580_GSM706160_SRR190706.fastq.gz	Cele_WS220	Histone-Modification	ChIP-seq	raw-seqfile_fastq	SFC-1	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all	input		Cele_WS220	modENCODE_3580	SFC-1;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3580.fastq	SFC-1;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3580fastq;3580_GSM706160_SRR190706.fastq	SFC-1	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3580	Lieb seq-SDQ4526_SFC1_N2_Mxemb	3580_GSM713172_SRR190709.fastq.gz	/modencode/data/all_files/cele-raw-4/3580_GSM713172_SRR190709.fastq.gz	Cele_WS220	Histone-Modification	ChIP-seq	raw-seqfile_fastq	SFC-1	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all	ChIP		Cele_WS220	modENCODE_3580	SFC-1;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3580.fastq	SFC-1;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3580fastq;3580_GSM713172_SRR190709.fastq	SFC-1	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3580	Lieb seq-SDQ4526_SFC1_N2_Mxemb	3580_GSM713173_SRR190710.fastq.gz	/modencode/data/all_files/cele-raw-4/3580_GSM713173_SRR190710.fastq.gz	Cele_WS220	Histone-Modification	ChIP-seq	raw-seqfile_fastq	SFC-1	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all	ChIP		Cele_WS220	modENCODE_3580	SFC-1;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3580.fastq	SFC-1;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3580fastq;3580_GSM713173_SRR190710.fastq	SFC-1	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3580	Lieb seq-SDQ4526_SFC1_N2_Mxemb	3580_seq-NA_N2_MXemb_6_EE8.fq.gz	/modencode/data/all_files/cele-raw-4/3580_seq-NA_N2_MXemb_6_EE8.fq.gz	Cele_WS220	Histone-Modification	ChIP-seq	raw-seqfile_fastq	SFC-1	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all	input		Cele_WS220	modENCODE_3580	SFC-1;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3580.fastq	SFC-1;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3580fastq;3580_seq-NA_N2_MXemb_6_EE8.fastq	SFC-1	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3580	Lieb seq-SDQ4526_SFC1_N2_Mxemb	3580_seq-NA_N2_MXemb_6_EE8_macs14_MACS_wiggle_cat.wig.gz	/modencode/data/all_files/cele-signal-2/3580_seq-NA_N2_MXemb_6_EE8_macs14_MACS_wiggle_cat.wig.gz	Cele_WS220	Histone-Modification	ChIP-seq	coverage-graph_wiggle	SFC-1	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all	input		Cele_WS220	modENCODE_3580	SFC-1;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3580.wiggle	SFC-1;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;input;Cele_WS220;modENCODE_3580wiggle;3580_seq-NA_N2_MXemb_6_EE8_macs14_MACS_wiggle_cat.wiggle	SFC-1	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3580	Lieb seq-SDQ4526_SFC1_N2_Mxemb	3580_seq-SDQ4526_SFC1_N2_MXemb_1_A_EE8_KI034.fq.gz	/modencode/data/all_files/cele-raw-4/3580_seq-SDQ4526_SFC1_N2_MXemb_1_A_EE8_KI034.fq.gz	Cele_WS220	Histone-Modification	ChIP-seq	raw-seqfile_fastq	SFC-1	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all	ChIP		Cele_WS220	modENCODE_3580	SFC-1;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3580.fastq	SFC-1;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3580fastq;3580_seq-SDQ4526_SFC1_N2_MXemb_1_A_EE8_KI034.fastq	SFC-1	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
3580	Lieb seq-SDQ4526_SFC1_N2_Mxemb	3580_seq-SDQ4526_SFC1_N2_MXemb_1_A_EE8_KI034_macs14_MACS_wiggle_cat.wig.gz	/modencode/data/all_files/cele-signal-2/3580_seq-SDQ4526_SFC1_N2_MXemb_1_A_EE8_KI034_macs14_MACS_wiggle_cat.wig.gz	Cele_WS220	Histone-Modification	ChIP-seq	coverage-graph_wiggle	SFC-1	Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius	ChIP-seq	all	ChIP		Cele_WS220	modENCODE_3580	SFC-1;Strain_N2;Developmental-Stage_Mixed Embryo;Temperature_20 degree celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3580.wiggle	SFC-1;Strain_N2;Developmental-Stage_Mixed-Embryo;Temperature_20-degree-celsius;ChIP-seq;Rep-1;ChIP;Cele_WS220;modENCODE_3580wiggle;3580_seq-SDQ4526_SFC1_N2_MXemb_1_A_EE8_KI034_macs14_MACS_wiggle_cat.wiggle	SFC-1	N2		Mixed Embryo		Temperature_20 degree celsius	Jason Lieb
